Bytes_Transferred,Country,IP,Sport,Status_Code,Time_Elapsed,Timestamp,User_Agent
7946,Ukraine,116.94.242.157,Archery,200,403,28/05/2023:08:27:17,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Safari/537.36 Edg/87.0.664.75"
8149,Iraq,227.126.118.236,Wrestling,404,824,25/07/2023:19:08:09,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
4102,Algeria,139.159.93.113,Cycling,200,834,25/12/2023:01:57:43,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
7130,Ireland,183.149.64.48,Weightlifting,500,54,16/02/2023:10:12:07,"Mozilla/5.0 (Linux; Android 10; HD1913) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36"
3381,Sierra Leone,74.4.16.162,Canoeing,200,217,17/12/2023:08:39:35,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3812.123"
5645,Gabon,207.52.112.94,Triathlon,200,365,12/12/2023:19:12:06,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
9105,Somalia,127.93.76.201,Rowing,404,409,23/08/2023:04:59:37,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
7705,Uruguay,12.186.162.150,Fencing,200,230,17/12/2023:08:09:29,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
5290,Greece,75.51.109.215,Badminton,200,781,14/01/2023:07:13:03,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
5084,Bangladesh,13.238.199.147,Triathlon,200,748,02/01/2023:11:14:32,"Mozilla/5.0 (Linux; Android 10; LM-Q720) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Mobile Safari/537.36"
1291,Sweden,190.96.140.207,Shooting,404,282,26/03/2023:20:59:02,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
3384,Portugal,94.45.184.153,Triathlon,200,379,31/03/2023:00:55:29,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
3631,Burundi,159.21.41.246,Surfing,200,118,26/07/2023:08:12:49,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
2055,Senegal,15.208.122.28,Table Tennis,404,455,24/02/2023:08:54:39,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3812.123"
2245,Angola,188.235.167.107,Tennis,404,241,29/12/2023:15:52:00,"Mozilla/5.0 (Linux; Android 10; LM-Q720) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Mobile Safari/537.36"
9300,Botswana,179.162.51.15,Basketball,404,574,25/12/2023:12:37:23,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
7723,Sri Lanka,249.244.113.23,Athletics (Track and Field),200,141,27/06/2023:01:49:08,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
5078,Honduras,83.63.53.209,Canoeing,200,760,03/04/2023:19:14:57,"Mozilla/5.0 (Linux; Android 10; HD1913) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36"
4083,Belgium,74.104.22.13,Handball,200,248,22/06/2023:00:52:02,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
6525,Argentina,17.214.125.34,Hockey,200,384,16/04/2023:21:49:43,"Mozilla/5.0 (Linux; Android 10; LM-Q720) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Mobile Safari/537.36"
8917,Namibia,154.201.74.131,Hockey,404,955,13/12/2023:11:51:16,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
9906,Sierra Leone,153.239.81.185,Sailing,200,525,08/10/2023:15:01:46,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
9554,Slovenia,139.235.166.160,Gymnastics,200,278,09/08/2023:09:17:13,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
7705,Czech Republic,85.0.151.15,Sport Climbing,200,828,27/08/2023:21:10:42,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
5828,Denmark,141.81.52.67,Table Tennis,200,652,30/03/2023:07:29:42,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
5541,Bolivia,68.13.246.11,Tennis,200,936,08/12/2023:22:43:28,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
1348,Mozambique,223.29.140.107,Archery,500,68,11/10/2023:10:25:15,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
5749,Poland,246.253.28.48,Gymnastics,200,703,18/04/2023:19:12:18,"Mozilla/5.0 (Linux; Android 10; LM-Q720) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Mobile Safari/537.36"
3992,Netherlands,145.51.233.121,Taekwondo,200,122,21/03/2023:09:53:17,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Safari/537.36 Edg/87.0.664.75"
848,Lesotho,63.228.239.82,Rowing,404,675,28/01/2023:06:08:13,"Mozilla/5.0 (Linux; Android 10; LM-Q720) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Mobile Safari/537.36"
820,France,103.216.69.126,Triathlon,404,666,19/11/2023:22:03:07,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
588,Barbados,57.115.234.116,Surfing,200,77,06/04/2023:23:41:30,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
1969,Algeria,183.112.182.56,Badminton,404,669,21/02/2023:10:57:14,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15"
2706,Tunisia,156.112.1.157,Skateboarding,404,118,25/02/2023:01:28:56,"Mozilla/5.0 (Linux; Android 10; HD1913) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36"
9843,Uruguay,171.46.235.250,Judo,200,709,10/05/2023:14:59:31,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
4911,Senegal,247.10.9.39,Skateboarding,404,378,25/12/2023:05:15:28,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3812.123"
2350,Uruguay,55.75.120.180,Boxing,200,952,08/07/2023:21:06:29,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3812.123"
3260,Ivory Coast,111.26.62.228,Hockey,200,789,01/09/2023:03:56:42,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
2462,Palestine,109.173.140.32,Skateboarding,200,444,10/04/2023:05:11:34,"Mozilla/5.0 (Linux; Android 10; HD1913) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36"
1506,Venezuela,23.193.178.119,Gymnastics,200,6,21/08/2023:06:56:00,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
2789,China,229.242.71.207,Shooting,200,656,08/06/2023:11:57:12,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
5272,Zimbabwe,168.222.54.133,Table Tennis,200,73,29/07/2023:17:18:27,"Mozilla/5.0 (Linux; Android 10; HD1913) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36"
3337,Lesotho,60.143.181.250,Table Tennis,200,457,18/04/2023:12:21:02,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
5378,Belgium,24.124.176.184,Taekwondo,200,349,13/07/2023:21:36:29,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
674,Spain,41.161.232.46,Volleyball,404,844,02/07/2023:23:49:19,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
7194,Portugal,123.157.84.142,Volleyball,200,594,07/02/2023:17:23:12,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3812.123"
8147,Nigeria,47.137.32.238,Fencing,200,327,06/11/2023:14:12:51,"Mozilla/5.0 (Linux; Android 10; LM-Q720) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Mobile Safari/537.36"
6407,Ghana,138.104.31.204,Sailing,500,348,20/07/2023:17:50:30,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15"
5305,Uruguay,32.109.127.232,Basketball,200,625,09/02/2023:10:42:35,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
3570,Iran,226.230.125.205,Golf,200,872,30/04/2023:21:50:25,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
1799,Sweden,163.157.160.108,Sport Climbing,200,124,09/03/2023:04:26:11,"Mozilla/5.0 (Linux; Android 10; LM-Q720) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Mobile Safari/537.36"
2463,Democratic Republic of the Congo,226.235.10.242,Wrestling,200,178,03/06/2023:13:22:18,"Mozilla/5.0 (Linux; Android 10; HD1913) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36"
8123,Mexico,62.153.145.140,Wrestling,200,53,26/03/2023:10:45:36,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
602,Honduras,216.233.254.226,Boxing,200,794,26/11/2023:09:49:54,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
4474,Somalia,78.184.163.59,Boxing,200,701,22/01/2023:23:05:34,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
2990,Gabon,218.10.103.121,Rugby,200,634,14/09/2023:06:41:09,"Mozilla/5.0 (Linux; Android 10; HD1913) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36"
5577,Trinidad and Tobago,243.8.175.61,Sailing,200,498,22/05/2023:12:13:12,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
7125,Palestine,233.107.211.130,Cycling,200,557,01/06/2023:01:29:20,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
1474,Switzerland,21.218.83.186,Volleyball,200,126,30/03/2023:04:33:24,"Mozilla/5.0 (Linux; Android 10; LM-Q720) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Mobile Safari/537.36"
6518,Ireland,81.12.89.214,Wrestling,200,159,02/03/2023:02:09:33,"Mozilla/5.0 (Linux; Android 10; LM-Q720) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Mobile Safari/537.36"
5834,Tunisia,12.213.213.69,Weightlifting,200,26,02/03/2023:01:14:21,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
4160,Ireland,239.48.1.134,Volleyball,404,456,05/03/2023:12:38:51,"Mozilla/5.0 (Linux; Android 10; HD1913) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36"
1024,Japan,90.0.235.128,Canoeing,200,81,13/10/2023:02:13:01,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
8781,Uruguay,195.97.110.84,Cycling,404,186,26/06/2023:18:15:08,"Mozilla/5.0 (Linux; Android 10; LM-Q720) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Mobile Safari/537.36"
5123,Russia,160.53.69.213,Volleyball,200,355,23/12/2023:04:29:47,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
6334,Barbados,76.168.167.40,Shooting,200,475,03/09/2023:08:08:33,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
762,United States,107.87.85.8,Gymnastics,200,642,08/12/2023:09:14:43,"Mozilla/5.0 (Linux; Android 10; HD1913) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36"
7345,Palestine,116.43.140.35,Football,200,950,04/03/2023:20:29:00,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
8913,Hungary,117.95.44.78,Weightlifting,200,910,23/09/2023:11:47:32,"Mozilla/5.0 (Linux; Android 10; LM-Q720) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Mobile Safari/537.36"
6271,Zimbabwe,49.39.159.40,Fencing,404,657,17/03/2023:08:46:59,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
3204,Colombia,16.185.251.122,Hockey,200,973,16/11/2023:22:11:55,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
5288,Colombia,196.140.73.106,Cycling,200,611,09/02/2023:23:49:25,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
9966,Paraguay,225.243.62.43,Athletics (Track and Field),200,746,05/06/2023:00:40:19,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
5855,Burundi,153.132.0.214,Tennis,200,878,29/08/2023:08:39:38,"Mozilla/5.0 (Linux; Android 10; LM-Q720) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Mobile Safari/537.36"
9320,France,84.149.165.59,Football,200,579,04/05/2023:09:59:47,"Mozilla/5.0 (Linux; Android 10; HD1913) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36"
6725,Mauritius,221.196.153.156,Tennis,200,123,01/08/2023:20:06:47,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3812.123"
522,Thailand,210.131.238.202,Basketball,200,335,07/01/2023:02:37:06,"Mozilla/5.0 (Linux; Android 10; LM-Q720) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Mobile Safari/537.36"
2442,Hungary,254.115.38.165,Tennis,200,392,11/11/2023:07:51:38,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
1273,Rwanda,67.62.183.49,Handball,404,198,25/06/2023:16:11:21,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
1501,Spain,138.90.122.192,Athletics (Track and Field),200,638,21/01/2023:13:30:04,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Safari/537.36 Edg/87.0.664.75"
4173,Kenya,94.111.155.99,Fencing,200,157,22/02/2023:22:12:28,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
6655,South Africa,13.3.31.150,Shooting,404,414,04/04/2023:08:39:56,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
5197,Burundi,121.17.30.187,Rowing,200,982,14/02/2023:05:58:39,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
2127,Switzerland,131.214.232.91,Handball,200,687,03/03/2023:13:46:54,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
9976,Hungary,61.36.60.105,Cycling,404,39,20/08/2023:09:04:40,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15"
8660,Sri Lanka,209.62.156.36,Hockey,200,784,11/01/2023:14:03:42,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
8258,Jamaica,218.177.150.230,Athletics (Track and Field),200,967,20/10/2023:03:11:32,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
8127,Spain,0.76.51.216,Sport Climbing,200,285,05/11/2023:07:46:57,"Mozilla/5.0 (Linux; Android 10; HD1913) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36"
8206,Paraguay,224.211.144.69,Boxing,200,523,06/07/2023:11:59:26,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
1934,Bangladesh,107.39.222.57,Taekwondo,404,605,12/04/2023:04:13:29,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
2143,Malawi,81.164.97.130,Tennis,200,757,17/10/2023:19:33:16,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
5717,Norway,4.170.13.112,Table Tennis,200,146,06/01/2023:03:32:09,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
6114,Egypt,218.179.185.241,Judo,404,300,01/12/2023:22:52:56,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Safari/537.36 Edg/87.0.664.75"
7294,New Zealand,198.111.70.110,Volleyball,500,647,25/05/2023:01:11:25,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36 OPR/73.0.3812.123"
3656,New Zealand,124.159.111.4,Fencing,500,166,04/03/2023:20:59:22,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Safari/537.36 Edg/87.0.664.75"
1907,Madagascar,165.199.45.74,Table Tennis,200,695,15/11/2023:12:38:03,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
7699,Slovenia,209.157.242.40,Canoeing,200,778,13/10/2023:14:40:53,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
8512,Mexico,0.141.52.245,Gymnastics,500,364,08/12/2023:01:33:46,"Mozilla/5.0 (Linux; Android 10; HD1913) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36"
8093,Comoros,8.36.10.123,Football,200,560,29/03/2023:22:00:00,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
5145,Comoros,88.88.118.136,Volleyball,200,527,27/04/2023:15:27:49,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
2211,Ivory Coast,159.101.102.123,Weightlifting,200,361,17/11/2023:15:39:29,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
3205,Saudi Arabia,23.8.44.202,Hockey,200,69,18/10/2023:01:28:14,"Mozilla/5.0 (Linux; Android 10; LM-Q720) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Mobile Safari/537.36"
8940,Comoros,36.157.100.179,Hockey,200,754,28/11/2023:03:07:02,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:84.0) Gecko/20100101 Firefox/84.0
7454,Greece,163.13.59.32,Tennis,200,509,26/11/2023:05:44:59,"Mozilla/5.0 (Linux; Android 10; HD1913) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36"
8412,Burkina Faso,34.78.156.51,Volleyball,200,238,24/03/2023:12:23:16,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36"
5065,Liberia,142.119.132.228,Taekwondo,200,161,04/01/2023:15:39:28,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
6963,Burundi,41.10.34.50,Triathlon,200,84,21/10/2023:07:45:09,"Mozilla/5.0 (Linux; Android 10; HD1913) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36"
3375,Hungary,201.192.201.7,Shooting,200,719,04/05/2023:14:05:13,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Safari/537.36 Edg/87.0.664.75"
3708,Greece,43.48.136.138,Sport Climbing,200,389,04/12/2023:02:59:50,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
8217,Burkina Faso,170.20.112.251,Athletics (Track and Field),200,282,08/06/2023:08:27:39,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.146 Safari/537.36 Edg/87.0.664.75"
5155,Greece,195.50.219.75,Tennis,200,177,26/12/2023:14:12:26,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
4194,Democratic Republic of the Congo,132.174.207.53,Skateboarding,200,752,31/07/2023:05:48:57,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
8856,Italy,249.228.56.253,Sport Climbing,200,416,19/12/2023:23:55:59,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/1.14 Mobile/15E148 Safari/605.1.15"
9304,Palestine,22.76.196.213,Gymnastics,200,925,18/01/2023:12:42:22,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
6878,Rwanda,246.185.224.69,Triathlon,200,265,01/01/2023:14:12:47,"Mozilla/5.0 (Linux; Android 10; HD1913) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.101 Mobile Safari/537.36"
9321,Ethiopia,156.141.32.90,Tennis,200,501,01/10/2023:18:31:03,"Mozilla/5.0 (iPad; CPU OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1"
